Gene Symbol,log2FoldChange,Pvalue,Padjusted,innate_immune,species,condition,adaptive,gene_category
JAGN1,-1.979012765,0.1407586012,0.3313933641,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SPEF2,-25.05381511,2.79E-15,2.10E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
VIPR1,-25.19104932,1.67E-16,1.94E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAG-CCC_39,-7.582626021,0.02178631601,0.06509115766,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
ACOD1,-24.15568429,2.26E-14,1.53E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112449256,-3.065444141,0.03583347369,0.1336761882,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112447127,-24.44868674,2.24E-14,1.52E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC101905778,-3.263668889,0.1250660916,0.2600944439,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
DRC7,-19.01718263,0.0007897472329,0.003585921337,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132343896,-2.143942405,0.09873743114,0.2678756168,FALSE,Bos taurus,milk production,FALSE,non-immune
CACNA1C,-24.34087907,8.99E-15,6.32E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
SMIM41,-6.589821994,0.08069396208,0.204613241,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
BGLAP,-25.42940144,2.91E-16,2.78E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112448918,-2.186970301,0.1057909165,0.3249240169,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
FAM170A,-24.80688859,1.42E-15,1.14E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAQ-CUG_1,-8.257504282,0.01812094277,0.05435930475,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
LOC132346431,-24.43084201,2.40E-14,1.59E-13,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC104968526,-1.636316202,0.08980655918,0.2131548045,FALSE,Bos taurus,milk production,FALSE,non-immune
KLK14,-1.411266941,0.08930964356,0.2177852225,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112443896,-25.62414766,5.97E-16,5.16E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
IGIP,-6.464685863,0.05189341188,0.1478154443,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132346208,-2.227581747,0.06591059174,0.1622668558,FALSE,Bos taurus,milk production,FALSE,non-immune
AZIN2,-24.8813382,3.05E-16,3.25E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIR11972,-24.31656481,5.28E-14,3.45E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIR584-5,-2.852454542,0.01374285014,0.1214447739,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TEX43,-25.2560991,1.11E-16,1.39E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132346914,-0.06585057655,0.03913815331,0.1535931456,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC112449424,-24.88225885,4.86E-15,3.58E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
EDARADD,-25.63698594,6.11E-16,5.41E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
L3MBTL1,-6.688213788,0.05408180057,0.1481610877,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
FMNL1,-0.8710873582,0.08748417404,0.1840825946,FALSE,Bos taurus,milk production,FALSE,non-immune
BAIAP2L1,-2.304716682,0.1567010562,0.3269048193,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112445843,-25.37839519,1.19E-14,8.04E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC107131172,-6.945301033,0.03442440288,0.107974465,FALSE,Bos taurus,milk production,FALSE,non-immune
GRIN2D,-25.34026561,1.12E-15,8.94E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112442802,-1.763455258,0.1381519371,0.3483137926,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SLC7A7,0.9495693387,0.04422998838,0.09892831926,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC132344943,-1.491359961,0.02135652038,0.0923563979,FALSE,Bos taurus,milk production,FALSE,non-immune
ALDH3A1,-24.94066618,4.72E-15,3.35E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112447574,-7.676608057,0.02799431315,0.06246035839,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LRRC17,-24.07705119,1.74E-14,1.20E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
SOX4,-1.72431771,0.1155492469,0.2789456797,FALSE,Bos taurus:Bos indicus,MAP Infection,FALSE,non-immune
CYP21A1P,-24.81196183,2.97E-15,2.28E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132342595,-6.176984644,0.04639210779,0.1166676532,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
SDE2,-24.20270674,2.30E-14,1.55E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
CDK3,-23.91432459,5.43E-15,4.08E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132346115,-5.380751973,0.02403957931,0.07076136213,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TMEM273,-2.181953983,0.09821318345,0.2481866024,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAW-CCA_65,-7.700177488,0.01626370571,0.053265335,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,Not Present,non-immune
RNF43,-24.73959151,1.17E-14,8.04E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC104973254,-4.840745897,0.05635855215,0.141448776,FALSE,Bos taurus,milk production,FALSE,non-immune
SLC4A1,0.1680224667,0.08924079462,0.1904863974,FALSE,Bos taurus,milk production,FALSE,non-immune
COPZ2,-5.655282252,0.152669973,0.3357760448,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132346086,-24.74746937,1.11E-15,9.60E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MMP2,-24.50768951,5.41E-16,5.44E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIR2457,-6.280978124,0.04301327666,0.1116910831,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TAC4,-26.01552073,1.94E-16,1.97E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112447934,-5.351632287,0.04704838638,0.1317451693,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
FBLN2,-2.320063873,0.1147610463,0.2459717708,FALSE,Bos taurus,milk production,FALSE,non-immune
CLEC11A,-23.17113202,5.84E-14,3.86E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112446802,-4.933515947,0.0442756914,0.1341531212,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TTR,-6.473765532,0.1379369482,0.2740261531,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
RAB11FIP4,-1.418008598,0.1952532169,0.4001032213,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
POLRMT,-24.60629602,4.09E-15,3.05E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
NUAK1,-6.560864148,0.1049674826,0.234666614,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
ZNF8,-2.484459413,0.1533019271,0.3150720729,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC789997,-3.954943075,0.08079944773,0.2187098961,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132343646,-25.21122474,1.93E-15,1.55E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
SLC22A11,-24.80502551,1.83E-14,1.21E-13,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC786870,-4.186777251,0.06578809636,0.1635293538,FALSE,Bos taurus,milk production,FALSE,non-immune
FREY1,-25.31221702,1.86E-15,1.50E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112444847,-4.033999679,0.04334864874,0.1080028177,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132344138,-4.484422304,0.04696856714,0.1221115296,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
MAB21L3,-23.04269568,7.55E-06,4.67E-05,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC100849068,-2.315657795,0.06985755722,0.1491059872,FALSE,Bos taurus,milk production,FALSE,non-immune
CAVIN3,-1.098858717,0.1339102884,0.2751527647,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC509972,-0.1013502201,0.06343858216,0.171529149,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
LOC132345150,-4.584656901,0.03134989134,0.1005869129,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC783300,-2.168415457,0.101280872,0.284005494,FALSE,Bos taurus,milk production,FALSE,non-immune
LOC132343599,-11.52710042,0.005948433391,0.02127368321,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
NENF,-25.52858878,7.22E-16,6.19E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
SRGN,-25.11628705,5.27E-16,4.97E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MC4R,-24.60850747,7.77E-16,7.13E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MIR2285CB,-5.359770341,0.04206743969,0.09735891615,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAA-CGC_2,-22.56515984,0.003804023592,0.01091063122,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAG-GCC_26,-24.07192519,1.28E-14,8.80E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
CCDC192,-24.53648776,1.83E-15,1.51E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC101903496,-24.54224444,2.43E-15,1.93E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132342646,-23.95675821,3.03E-15,2.43E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC132345390,-25.73919749,1.07E-15,9.13E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TMEM262,-24.95318713,1.57E-15,1.26E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC112443489,-5.44799982,0.0518424072,0.1491184046,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
TRNAR-ACG_18,-25.13766085,1.16E-14,7.84E-14,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
GGNBP1,-5.425952289,0.07084269151,0.1771727106,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC101902053,-24.88730862,2.39E-15,1.83E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
CATHL6,-25.75043538,1.11E-16,1.30E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
TRNAC-GCA_244,-20.08152445,0.001964642757,0.007251164185,FALSE,Bos taurus:Bos indicus,parasite T. annulata Infection,Not Present,non-immune
BORCS7,-26.22507928,1.25E-16,1.42E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
AP4S1,-5.122436873,0.1579011002,0.3121685539,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112442843,1.30557586,0.1530706094,0.5200505215,FALSE,Bos taurus:Bos indicus,MAP Infection,FALSE,non-immune
HEPACAM2,0.4577988308,0.08847357509,0.2087713297,FALSE,Bos taurus,MAP Infection,FALSE,non-immune
SLC25A47,-4.213192186,0.1589134729,0.3280100875,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC112449073,-2.474493888,0.1646120066,0.3421306568,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC101903114,-2.613753648,0.0984948174,0.2126531607,FALSE,Bos taurus:Bos indicus,milk production,FALSE,non-immune
LOC132344285,-2.827325517,0.09239613705,0.238945786,FALSE,Bos taurus,milk production,FALSE,non-immune
TRIL,-5.279585798,0.05589523892,0.1276404118,FALSE,Bos taurus,milk production,FALSE,non-immune
KIF3C,-25.16546248,2.08E-16,2.33E-15,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
MUC5AC,-24.9912632,2.01E-15,1.57E-14,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
LOC101908154,-25.75574388,5.55E-17,8.88E-16,FALSE,Bos taurus;Bos indicus,parasite T. annulata Infection,FALSE,non-immune
OR56B42,-0.5829713606,0.02604899125,0.0700568051,FALSE,Bos taurus,milk production,FALSE,non-immune
